IND;Best Estimate;Probability;2nd Best Estimate;Probability;3rd Best Estimate, etc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1230_W_72_1993 ;Gaula;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1207_W_70_1993 ;NorthEsk;0.9740;Tweed;0.0094;Dionard;0.0085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1188_W_89_1993 ;Gaula;0.9212;Laukhelle_aver;0.0470;NorthEsk;0.0151;Lardaiselva;0.0072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181_W_91_1993 ;Gaula;0.9886;Lardaiselva;0.0113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189_W_85_1993 ;Gaula;0.8488;Lardaiselva;0.0955;Numedalsiagen;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1186_W_84_1993 ;Gaula;0.9897;Alta;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1185_W_72_1993 ;Moy;0.6056;Dionard;0.2467;NorthEsk;0.0821;Blackwater;0.0395;Tweed;0.0259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1184_W_69_1993 ;Numedalsiagen;0.8097;Dionard;0.1329;NorthEsk;0.0415;Gaula;0.0094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1183_W_71_1993 ;Gaula;0.9649;Numedalsiagen;0.0343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182_W_61_1993 ;Gaula;0.8955;Lardaiselva;0.0902;Mal_aver;0.0143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190_W_71_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1193_W_79_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194_W_82_1993 ;Dionard;0.3728;Blackwater;0.3099;NorthEsk;0.1642;Tweed;0.1014;Dart;0.0516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1195_W_75_1993 ;Gaula;0.9979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1196_W_74_1993 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1197_W_77_1993 ;Gaula;0.9995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1198_W_72_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199_W_86_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200_W_90_1993 ;Gaula;0.9946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1201_W_79_1993 ;Dionard;0.9793;Blackwater;0.0107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1202_W_91_1993 ;Gaula;0.9769;Lardaiselva;0.0230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1203_W_82_1993 ;Gaula;0.9964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205_W_75_1993 ;Gaula;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1257_W_69_1993 ;PPI_aver;0.7554;UN_aver;0.2446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1258_W_81_1993 ;Gaula;0.7417;Lardaiselva;0.2582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1259_W_90_1993 ;Gaula;0.9950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260_W_77_1993 ;NorthEsk;0.9074;Gaula;0.0496;Dionard;0.0420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1261_W_70_1993 ;Gaula;0.9987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263_W_74_1993 ;Numedalsiagen;0.8763;Gaula;0.1236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256_W_82_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1265_W_71_1993 ;Gaula;0.9593;Lardaiselva;0.0404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1266_W_70_1993 ;Dionard;0.8942;Gaula;0.0804;Tweed;0.0148;NorthEsk;0.0072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1268_W_72_1993 ;Dart;0.8896;Tweed;0.0881;Blackwater;0.0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280_W_65_1993 ;Gaula;0.9966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278_W_86_1993 ;Gaula;0.9978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277_W_78_1993 ;VJ_aver;0.7318;Neiden_aver;0.1425;Teno;0.0707;Dionard;0.0240;Tuloma;0.0174;Blackwater;0.0097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275_W_76_1993 ;Lardaiselva;0.7021;Numedalsiagen;0.2867;Gaula;0.0112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1262_W_84_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273_W_77_1993 ;Numedalsiagen;0.9829;Lardaiselva;0.0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272_W_69_1993 ;Gaula;0.9975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274_W_84_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1264_W_88_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240_W_69_1993 ;NorthEsk;0.9489;Dionard;0.0506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1242_W_74_1993 ;Gaula;0.9823;Lardaiselva;0.0122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1237_W_76_1993 ;Gaula;0.3815;Dionard;0.3170;NorthEsk;0.2708;Teno;0.0106;Neiden_aver;0.0059;Titovka_aver;0.0040;Lardaiselva;0.0030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1236_W_65_1993 ;Dionard;0.8311;NorthEsk;0.1567;Blackwater;0.0120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1233_W_89_1993 ;Gaula;0.9086;Mal_aver;0.0736;Numedalsiagen;0.0165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232_W_74_1993 ;Laukhelle_aver;0.7733;Gaula;0.2248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231_W_89_1993 ;Numedalsiagen;0.6877;NorthEsk;0.1016;Lardaiselva;0.0855;Tweed;0.0651;Dionard;0.0410;Mal_aver;0.0081;Dart;0.0076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1239_W_71_1993 ;Numedalsiagen;0.6233;NorthEsk;0.3178;Dionard;0.0566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243_W_71_1993 ;Gaula;0.7272;Numedalsiagen;0.2645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1244_W_77_1993 ;Teno;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1245_W_64_1993 ;Gaula;0.9831;Lardaiselva;0.0072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1246_W_87_1993 ;Gaula;0.9891;Lardaiselva;0.0078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1247_W_76_1993 ;Gaula;0.9985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1255_W_78_1993 ;Gaula;0.9976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1249_W_77_1993 ;Numedalsiagen;0.9509;Dionard;0.0383;Dart;0.0083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1241_W_89_1993 ;Gaula;0.9709;Lardaiselva;0.0283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1250_W_89_1993 ;Gaula;0.5074;Lardaiselva;0.4925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1251_W_77_1993 ;Dionard;0.5986;NorthEsk;0.3765;Blackwater;0.0248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252_W_78_1993 ;UN_aver;0.9463;PPI_aver;0.0537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1248_W_72_1993 ;NorthEsk;0.5749;Dionard;0.4228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276_W_67_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456_W_63_1993 ;DuGouffre;0.9899;Matapedia;0.0101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1462_W_79_1993 ;Blackwater;0.9728;Gaula;0.0242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1465_W_68_1993 ;Dart;0.9961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1446_W_87_1993 ;Gaula;0.9832;Lardaiselva;0.0168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1470_W_65_1993 ;StPaul;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1479_W_67_1993 ;Gaula;0.9031;Lardaiselva;0.0560;NorthEsk;0.0385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1478_W_85_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1476_W_65_1993 ;Gaula;0.9861;Lardaiselva;0.0138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1473_W_43_1993 ;Blackwater;0.7455;Numedalsiagen;0.1193;Lardaiselva;0.1020;Gaula;0.0321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1468_W_40_1993 ;NorthEsk;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1471_W_43_1993 ;Blackwater;0.9449;NorthEsk;0.0468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1480_W_44_1993 ;Blackwater;0.9797;NorthEsk;0.0156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1472_W_67_1993 ;NorthEsk;0.9149;Blackwater;0.0844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1469_W_68_1993 ;NorthEsk;0.9961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431_W_85_1993 ;Lardaiselva;0.9882;Gaula;0.0102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439_W_64_1993 ;Gaula;0.9892;Lardaiselva;0.0108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1442_W_67_1993 ;Matapedia;0.8815;DuGouffre;0.1185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1436_W_72_1993 ;Blackwater;0.8699;NorthEsk;0.1284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1433_W_66_1993 ;Moy;0.9571;Blackwater;0.0422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1432_W_64_1993 ;Gaula;0.9969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1440_W_65_1993 ;Matapedia;0.9578;DuGouffre;0.0422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1443_W_69_1993 ;Gaula;0.8323;Lardaiselva;0.1663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1445_W_94_1993 ;Lardaiselva;0.8121;Gaula;0.1578;Numedalsiagen;0.0299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1447_W_68_1993 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1449_W_65_1993 ;Blackwater;0.9781;Dart;0.0193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1450_W_58_1993 ;Emtsa;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1451_W_64_1993 ;NorthEsk;0.9744;Blackwater;0.0224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1452_W_64_1993 ;Blackwater;0.8372;Dart;0.1366;NorthEsk;0.0262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1455_W_89_1993 ;Gaula;0.9509;Lardaiselva;0.0367;Numedalsiagen;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1454_W_69_1993 ;Matapedia;0.9671;DuGouffre;0.0329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295_W_67_1993 ;Tweed;0.6609;NorthEsk;0.2158;Blackwater;0.1210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305_W_67_1993 ;Gaula;0.8505;NorthEsk;0.0534;Dionard;0.0394;Blackwater;0.0228;Numedalsiagen;0.0206;Lardaiselva;0.0127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293_W_67_1993 ;Numedalsiagen;0.9036;Lardaiselva;0.0906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298_W_63_1993 ;Chaloupe;0.5112;DuGouffre;0.4159;Matapedia;0.0729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299_W_67_1993 ;Gaula;0.8058;Lardaiselva;0.1703;Dionard;0.0132;Numedalsiagen;0.0106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300_W_67_1993 ;Blackwater;0.5060;NorthEsk;0.2592;Dionard;0.1975;Tweed;0.0321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302_W_63_1993 ;Gaula;0.9291;Lardaiselva;0.0709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303_W_57_1993 ;Numedalsiagen;0.6516;Lardaiselva;0.2518;Gaula;0.0862;Dionard;0.0069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304_W_65_1993 ;Matapedia;0.9973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294_W_69_1993 ;Matapedia;0.9995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285_W_72_1993 ;NorthEsk;0.9785;Blackwater;0.0162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283_W_65_1993 ;Chaloupe;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284_W_67_1993 ;Chaloupe;0.5784;Matapedia;0.4216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281_W_65_1993 ;StPaul;0.9980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287_W_67_1993 ;Matapedia;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288_W_74_1993 ;Gaula;0.9112;Numedalsiagen;0.0880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292_W_72_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290_W_87_1993 ;Gaula;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323_W_68_1993 ;Numedalsiagen;0.4447;NorthEsk;0.4216;Lardaiselva;0.0768;Gaula;0.0318;Dionard;0.0131;Blackwater;0.0119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330_W_71_1993 ;Dionard;0.9844;NorthEsk;0.0114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1324_W_44_1993 ;Blackwater;0.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326_W_68_1993 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1328_W_61_1993 ;Gaula;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329_W_66_1993 ;Blackwater;0.8494;NorthEsk;0.1359;Dart;0.0128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1314_W_68_1993 ;Lardaiselva;0.9783;Gaula;0.0217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306_W_65_1993 ;Lardaiselva;0.6654;Numedalsiagen;0.3002;Gaula;0.0344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308_W_66_1993 ;Moy;0.9657;Blackwater;0.0199;Dionard;0.0143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1316_W_60_1993 ;Mal_aver;0.9554;Gaula;0.0286;Lardaiselva;0.0077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310_W_71_1993 ;NorthEsk;0.6145;Blackwater;0.1957;Moy;0.0950;Dionard;0.0918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312_W_71_1993 ;Dionard;0.7959;Gaula;0.1857;NorthEsk;0.0180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313_W_71_1993 ;Dionard;0.5484;NorthEsk;0.3231;Dart;0.0972;Blackwater;0.0236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317_W_66_1993 ;DuGouffre;0.9708;Matapedia;0.0287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1315_W_71_1993 ;Tweed;0.6819;Dionard;0.2788;NorthEsk;0.0298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1359_W_64_1993 ;Tweed;0.4857;Dionard;0.2411;Blackwater;0.2056;Gaula;0.0399;Moy;0.0206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1358_W_65_1993 ;StPaul;0.7165;Matapedia;0.2736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360_W_64_1993 ;Moy;0.3888;Lardaiselva;0.3020;NorthEsk;0.2600;Gaula;0.0368;Numedalsiagen;0.0057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361_W_67_1993 ;NorthEsk;0.9971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1362_W_65_1993 ;Matapedia;0.9477;Chaloupe;0.0523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370_W_60_1993 ;NorthEsk;0.7807;Dionard;0.1750;Blackwater;0.0302;Dart;0.0066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1363_W_60_1993 ;Dionard;0.9901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1365_W_100_1993 ;Gaula;0.7963;Lardaiselva;0.1727;NorthEsk;0.0286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1367_W_65_1993 ;NorthEsk;0.6195;Gaula;0.2463;Numedalsiagen;0.0542;Moy;0.0296;Lardaiselva;0.0232;Dionard;0.0228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1380_W_75_1993 ;Gaula;0.7379;Lardaiselva;0.1813;Numedalsiagen;0.0767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377_W_72_1993 ;Lardaiselva;0.9127;Gaula;0.0825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376_W_67_1993 ;DuGouffre;0.9206;Matapedia;0.0769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368_W_67_1993 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1371_W_68_1993 ;Dionard;0.3787;NorthEsk;0.3724;Blackwater;0.2319;Tweed;0.0135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1369_W_68_1993 ;NorthEsk;0.7778;Moy;0.1116;Dionard;0.1085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340_W_68_1993 ;NorthEsk;0.5409;Dionard;0.2967;Gaula;0.1440;Blackwater;0.0152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1342_W_63_1993 ;Blackwater;0.9992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1338_W_67_1993 ;Matapedia;0.9991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337_W_68_1993 ;NorthEsk;0.6397;Dionard;0.2790;Blackwater;0.0597;Dart;0.0153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1334_W_65_1993 ;Matapedia;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331_W_68_1993 ;Chaloupe;0.8856;Matapedia;0.1111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1343_W_65_1993 ;NorthEsk;0.5505;Blackwater;0.2097;Moy;0.1061;Tweed;0.0535;Dionard;0.0312;Dart;0.0205;Alta;0.0124;Gaula;0.0108;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345_W_69_1993 ;Gaula;0.8738;Lardaiselva;0.1026;Blackwater;0.0079;Tuloma;0.0077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1355_W_71_1993 ;Tweed;0.9019;Blackwater;0.0765;NorthEsk;0.0175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1348_W_60_1993 ;Blackwater;0.9985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341_W_69_1993 ;Blackwater;0.7106;NorthEsk;0.1324;Dionard;0.0724;Gaula;0.0489;Tweed;0.0184;Moy;0.0143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1349_W_65_1993 ;Gaula;0.8652;Laukhelle_aver;0.0696;Lardaiselva;0.0562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351_W_68_1993 ;Matapedia;0.9873;Gaula;0.0074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411_W_67_1993 ;NorthEsk;0.4179;Dionard;0.2129;Blackwater;0.1789;Dart;0.1281;Tweed;0.0552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1420_W_66_1993 ;Gaula;0.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414_W_68_1993 ;Gaula;0.8907;Lardaiselva;0.1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416_W_63_1993 ;Lardaiselva;0.9930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417_W_68_1993 ;Gaula;0.9868;Numedalsiagen;0.0053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1422_W_73_1993 ;Dionard;0.9563;Tweed;0.0373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1429_W_68_1993 ;Dionard;0.5884;Gaula;0.3955;Lardaiselva;0.0152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1428_W_66_1993 ;Chaloupe;0.9537;Matapedia;0.0184;DuGouffre;0.0170;StPaul;0.0104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1427_W_85_1993 ;Lardaiselva;0.9970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425_W_61_1993 ;NorthEsk;0.6374;Dionard;0.2661;Tweed;0.0873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424_W_67_1993 ;Numedalsiagen;0.6660;Gaula;0.1906;Lardaiselva;0.1431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418_W_64_1993 ;Blackwater;0.9941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421_W_67_1993 ;Dionard;0.4732;Blackwater;0.4682;Dart;0.0432;NorthEsk;0.0146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1419_W_64_1993 ;Gaula;0.9760;Numedalsiagen;0.0170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408_W_62_1993 ;Gaula;0.8992;Blackwater;0.0840;NorthEsk;0.0090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404_W_68_1993 ;Dionard;0.7313;NorthEsk;0.2606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1388_W_83_1993 ;Lardaiselva;0.9732;Gaula;0.0264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407_W_65_1993 ;Lardaiselva;0.5943;Gaula;0.3856;Dionard;0.0139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381_W_73_1993 ;Matapedia;0.9995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1389_W_67_1993 ;Dionard;0.9628;Tweed;0.0117;Blackwater;0.0102;NorthEsk;0.0091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1392_W_68_1993 ;Tweed;0.3471;Dionard;0.3290;NorthEsk;0.3024;Gaula;0.0213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386_W_63_1993 ;Alta;0.9116;Gaula;0.0882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1385_W_69_1993 ;NorthEsk;0.9644;Blackwater;0.0127;Dionard;0.0100;Tweed;0.0071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1384_W_65_1993 ;Matapedia;0.9859;DuGouffre;0.0113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1383_W_86_1993 ;Gaula;0.9879;Lardaiselva;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
